run_id,run_name,transformer_backbone,d_model,model_name,transformer_type,randomly_initialize_backbone,patch_length,random_seed,initial_lr,mask_ratio,train_batch_size,torch_dtype,train_ratio,val_ratio,test_ratio,hostname,git_commit,notes,gpu_type,program,code_path,args,username,execution_start_time,dataset_names
su8h3v7v,earnest-wildflower-1260,google/flan-t5-large,1024.0,BETT,encoder_only,True,8,13,0.001,0.3,32,bfloat16,0.7,0.1,0.2,gpu26.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Supervised finetuning on imputation datasets,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/finetuning/../../scripts/finetuning/imputation.py,scripts/finetuning/imputation.py,"['--finetuning_mode', 'linear-probing', '--config', '../../configs/imputation/linear_probing.yaml', '--gpu_id', '1', '--init_lr', '0.001', '--max_epoch', '5', '--train_batch_size', '32', '--val_batch_size', '128', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/weather.csv']",XXXX-2,2024-01-31T12:56:41.953990,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/weather.csv
n3msj062,decent-water-1259,google/flan-t5-large,1024.0,BETT,encoder_only,True,8,13,0.001,0.3,64,bfloat16,0.7,0.1,0.2,gpu26.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Supervised finetuning on imputation datasets,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/finetuning/../../scripts/finetuning/imputation.py,scripts/finetuning/imputation.py,"['--finetuning_mode', 'linear-probing', '--config', '../../configs/imputation/linear_probing.yaml', '--gpu_id', '3', '--max_epoch', '5', '--init_lr', '0.001', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTm2.csv']",XXXX-2,2024-01-31T12:56:32.217138,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTm2.csv
5yknx6wz,trim-fog-1258,google/flan-t5-large,1024.0,BETT,encoder_only,True,8,13,0.001,0.3,64,bfloat16,0.7,0.1,0.2,gpu26.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Supervised finetuning on imputation datasets,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/finetuning/../../scripts/finetuning/imputation.py,scripts/finetuning/imputation.py,"['--finetuning_mode', 'linear-probing', '--config', '../../configs/imputation/linear_probing.yaml', '--gpu_id', '0', '--init_lr', '0.001', '--max_epoch', '5', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTm1.csv']",XXXX-2,2024-01-31T12:56:19.707738,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTm1.csv
qrgtn4v8,desert-lake-1257,google/flan-t5-large,1024.0,BETT,encoder_only,True,8,13,0.001,0.3,64,bfloat16,0.7,0.1,0.2,gpu26.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Supervised finetuning on imputation datasets,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/finetuning/../../scripts/finetuning/imputation.py,scripts/finetuning/imputation.py,"['--finetuning_mode', 'linear-probing', '--config', '../../configs/imputation/linear_probing.yaml', '--gpu_id', '4', '--init_lr', '0.001', '--max_epoch', '5', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTh2.csv']",XXXX-2,2024-01-31T12:56:08.086601,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTh2.csv
3bp3b7j5,trim-donkey-1256,google/flan-t5-large,1024.0,BETT,encoder_only,True,8,13,0.001,0.3,64,bfloat16,0.7,0.1,0.2,gpu26.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Supervised finetuning on imputation datasets,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/finetuning/../../scripts/finetuning/imputation.py,scripts/finetuning/imputation.py,"['--finetuning_mode', 'linear-probing', '--config', '../../configs/imputation/linear_probing.yaml', '--gpu_id', '5', '--init_lr', '0.001', '--max_epoch', '5', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTh1.csv']",XXXX-2,2024-01-31T12:55:33.919664,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTh1.csv
pbbw428y,sage-waterfall-1255,google/flan-t5-large,1024.0,BETT,encoder_only,True,8,13,0.001,0.3,4,bfloat16,0.7,0.1,0.2,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Supervised finetuning on imputation datasets,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/finetuning/../../scripts/finetuning/imputation.py,scripts/finetuning/imputation.py,"['--finetuning_mode', 'linear-probing', '--config', '../../configs/imputation/linear_probing.yaml', '--gpu_id', '2', '--init_lr', '0.001', '--max_epoch', '5', '--train_batch_size', '4', '--val_batch_size', '8', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/electricity.csv']",XXXX-2,2024-01-31T12:51:35.002914,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/electricity.csv
b1v3qvwr,clean-glade-1254,gpt2,,GPT4TS,encoder_only,False,1,13,0.001,0.3,64,bfloat16,0.7,0.1,0.2,gpu26.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Pre-training GPT4TS for imputation,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/baselines/../../scripts/baselines/gpt4ts_imputation.py,scripts/baselines/gpt4ts_imputation.py,"['--config', '../../configs/imputation/gpt4ts_train.yaml', '--gpu_id', '5', '--n_channels', '7', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTm2.csv']",XXXX-2,2024-01-31T11:27:01.880594,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTm2.csv
fu3l5ev8,misunderstood-thunder-1253,google/flan-t5-large,64.0,TimesNet,encoder_only,True,8,13,5e-05,0.3,64,bfloat16,0.7,0.1,0.2,gpu26.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Pre-training TimesNet for imputation,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/baselines/../../scripts/baselines/timesnet_imputation.py,scripts/baselines/timesnet_imputation.py,"['--config', '../../configs/imputation/timesnet_train.yaml', '--gpu_id', '4', '--d_model', '64', '--d_ff', '64', '--n_channels', '7', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTm2.csv']",XXXX-2,2024-01-31T11:26:09.655771,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTm2.csv
m311rsh1,grateful-star-1252,gpt2,,GPT4TS,encoder_only,False,1,13,0.001,0.3,32,bfloat16,0.7,0.1,0.2,gpu26.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Pre-training GPT4TS for imputation,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/baselines/../../scripts/baselines/gpt4ts_imputation.py,scripts/baselines/gpt4ts_imputation.py,"['--config', '../../configs/imputation/gpt4ts_train.yaml', '--gpu_id', '3', '--n_channels', '21', '--train_batch_size', '32', '--val_batch_size', '128', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/weather.csv']",XXXX-2,2024-01-31T11:23:13.973022,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/weather.csv
o5dwm66q,twilight-sponge-1251,google/flan-t5-large,64.0,TimesNet,encoder_only,True,8,13,5e-05,0.3,32,bfloat16,0.7,0.1,0.2,gpu26.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Pre-training TimesNet for imputation,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/baselines/../../scripts/baselines/timesnet_imputation.py,scripts/baselines/timesnet_imputation.py,"['--config', '../../configs/imputation/timesnet_train.yaml', '--gpu_id', '2', '--d_model', '64', '--d_ff', '64', '--n_channels', '21', '--train_batch_size', '32', '--val_batch_size', '128', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/weather.csv']",XXXX-2,2024-01-31T11:22:08.277774,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/weather.csv
35abvdrd,snowy-puddle-1250,gpt2,,GPT4TS,encoder_only,False,1,13,0.001,0.3,4,bfloat16,0.7,0.1,0.2,gpu26.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Pre-training GPT4TS for imputation,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/baselines/../../scripts/baselines/gpt4ts_imputation.py,scripts/baselines/gpt4ts_imputation.py,"['--config', '../../configs/imputation/gpt4ts_train.yaml', '--gpu_id', '1', '--n_channels', '321', '--train_batch_size', '4', '--val_batch_size', '8', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/electricity.csv']",XXXX-2,2024-01-31T11:20:44.176728,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/electricity.csv
wb0wl7ez,legendary-donkey-1249,google/flan-t5-large,64.0,TimesNet,encoder_only,True,8,13,5e-05,0.3,4,bfloat16,0.7,0.1,0.2,gpu26.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Pre-training TimesNet for imputation,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/baselines/../../scripts/baselines/timesnet_imputation.py,scripts/baselines/timesnet_imputation.py,"['--config', '../../configs/imputation/timesnet_train.yaml', '--gpu_id', '0', '--d_model', '64', '--d_ff', '64', '--n_channels', '321', '--train_batch_size', '4', '--val_batch_size', '8', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/electricity.csv']",XXXX-2,2024-01-31T11:20:43.937248,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/electricity.csv
ackiv5ys,dulcet-bush-1248,google/flan-t5-large,64.0,TimesNet,encoder_only,True,8,13,5e-05,0.3,64,bfloat16,0.7,0.1,0.2,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Pre-training TimesNet for imputation,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/baselines/../../scripts/baselines/timesnet_imputation.py,scripts/baselines/timesnet_imputation.py,"['--config', '../../configs/imputation/timesnet_train.yaml', '--gpu_id', '2', '--d_model', '64', '--d_ff', '64', '--n_channels', '7', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTm2.csv']",XXXX-2,2024-01-31T11:12:23.286912,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTm2.csv
cwd6h2uj,dainty-cherry-1247,gpt2,,GPT4TS,encoder_only,False,1,13,0.001,0.3,64,bfloat16,0.7,0.1,0.2,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Pre-training GPT4TS for imputation,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/baselines/../../scripts/baselines/gpt4ts_imputation.py,scripts/baselines/gpt4ts_imputation.py,"['--config', '../../configs/imputation/gpt4ts_train.yaml', '--gpu_id', '0', '--n_channels', '7', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTm2.csv']",XXXX-2,2024-01-31T11:04:08.159610,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTm2.csv
7gj5c4d4,stellar-terrain-1246,google/flan-t5-large,64.0,TimesNet,encoder_only,True,8,13,5e-05,0.3,64,bfloat16,0.7,0.1,0.2,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Pre-training TimesNet for imputation,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/baselines/../../scripts/baselines/timesnet_imputation.py,scripts/baselines/timesnet_imputation.py,"['--config', '../../configs/imputation/timesnet_train.yaml', '--gpu_id', '2', '--d_model', '64', '--d_ff', '64', '--n_channels', '7', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTm1.csv']",XXXX-2,2024-01-31T10:45:05.634107,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTm1.csv
mq2vzenx,sleek-leaf-1245,gpt2,,GPT4TS,encoder_only,False,1,13,0.001,0.3,64,bfloat16,0.7,0.1,0.2,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Pre-training GPT4TS for imputation,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/baselines/../../scripts/baselines/gpt4ts_imputation.py,scripts/baselines/gpt4ts_imputation.py,"['--config', '../../configs/imputation/gpt4ts_train.yaml', '--gpu_id', '0', '--n_channels', '7', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTm1.csv']",XXXX-2,2024-01-31T10:38:37.578501,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTm1.csv
u99h3mec,chocolate-puddle-1244,google/flan-t5-large,64.0,TimesNet,encoder_only,True,8,13,5e-05,0.3,64,bfloat16,0.7,0.1,0.2,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Pre-training TimesNet for imputation,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/baselines/../../scripts/baselines/timesnet_imputation.py,scripts/baselines/timesnet_imputation.py,"['--config', '../../configs/imputation/timesnet_train.yaml', '--gpu_id', '2', '--d_model', '64', '--d_ff', '64', '--n_channels', '7', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTh2.csv']",XXXX-2,2024-01-31T10:38:00.621691,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTh2.csv
1nrqqj1c,rich-morning-1243,gpt2,,GPT4TS,encoder_only,False,1,13,0.001,0.3,64,bfloat16,0.7,0.1,0.2,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Pre-training GPT4TS for imputation,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/baselines/../../scripts/baselines/gpt4ts_imputation.py,scripts/baselines/gpt4ts_imputation.py,"['--config', '../../configs/imputation/gpt4ts_train.yaml', '--gpu_id', '0', '--n_channels', '7', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTh2.csv']",XXXX-2,2024-01-31T10:32:15.332516,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTh2.csv
orimjmrz,peachy-violet-1242,google/flan-t5-large,64.0,TimesNet,encoder_only,True,8,13,5e-05,0.3,64,bfloat16,0.7,0.1,0.2,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Pre-training TimesNet for imputation,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/baselines/../../scripts/baselines/timesnet_imputation.py,scripts/baselines/timesnet_imputation.py,"['--config', '../../configs/imputation/timesnet_train.yaml', '--gpu_id', '2', '--d_model', '64', '--d_ff', '64', '--n_channels', '7', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTh1.csv']",XXXX-2,2024-01-31T10:31:04.768365,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTh1.csv
b3eiiouk,lively-puddle-1241,gpt2,,GPT4TS,encoder_only,False,1,13,0.001,0.3,64,bfloat16,0.7,0.1,0.2,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Pre-training GPT4TS for imputation,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/baselines/../../scripts/baselines/gpt4ts_imputation.py,scripts/baselines/gpt4ts_imputation.py,"['--config', '../../configs/imputation/gpt4ts_train.yaml', '--gpu_id', '0', '--n_channels', '7', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTh1.csv']",XXXX-2,2024-01-31T10:25:54.299160,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/autoformer/ETTh1.csv
ld4s4uti,denim-silence-1239,google/flan-t5-large,1024.0,BETT,encoder_only,True,8,13,0.002,0.3,1024,bfloat16,0.6,0.1,0.3,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Fine-tune BETT on source short-horizon forecasting datasets,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/finetuning/../../scripts/finetuning/short_horizon_forecasting.py,scripts/finetuning/short_horizon_forecasting.py,"['--config', '../../configs/forecasting/linear_probing_short_horizon.yaml', '--gpu_id', '3', '--train_batch_size', '1024', '--val_batch_size', '1024', '--init_lr', '0.002', '--max_epoch', '10', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/fred/preprocessed/fred_monthly_dataset.npy']",XXXX-2,2024-01-31T08:43:07.395653,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/fred/preprocessed/fred_monthly_dataset.npy
632yl3fy,vague-pond-1238,google/flan-t5-large,1024.0,BETT,encoder_only,True,8,13,0.002,0.3,1024,bfloat16,0.6,0.1,0.3,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Fine-tune BETT on source short-horizon forecasting datasets,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/finetuning/../../scripts/finetuning/short_horizon_forecasting.py,scripts/finetuning/short_horizon_forecasting.py,"['--config', '../../configs/forecasting/linear_probing_short_horizon.yaml', '--gpu_id', '0', '--train_batch_size', '1024', '--val_batch_size', '1024', '--init_lr', '0.002', '--max_epoch', '10', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/monash/m4_monthly_dataset.tsf']",XXXX-2,2024-01-31T08:17:09.726851,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/monash/m4_monthly_dataset.tsf
65nycsr2,polar-pine-1237,google/flan-t5-large,1024.0,BETT,encoder_only,True,8,13,0.002,0.3,128,bfloat16,0.6,0.1,0.3,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Fine-tune BETT on source short-horizon forecasting datasets,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/finetuning/../../scripts/finetuning/short_horizon_forecasting.py,scripts/finetuning/short_horizon_forecasting.py,"['--config', '../../configs/forecasting/linear_probing_short_horizon.yaml', '--gpu_id', '3', '--train_batch_size', '128', '--val_batch_size', '256', '--init_lr', '0.002', '--max_epoch', '5', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/fred/preprocessed/fred_quarterly_dataset.npy']",XXXX-2,2024-01-31T08:16:07.931388,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/fred/preprocessed/fred_quarterly_dataset.npy
2tg34xw0,ruby-plasma-1236,google/flan-t5-large,1024.0,BETT,encoder_only,True,8,13,0.002,0.3,128,bfloat16,0.6,0.1,0.3,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Fine-tune BETT on source short-horizon forecasting datasets,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/finetuning/../../scripts/finetuning/short_horizon_forecasting.py,scripts/finetuning/short_horizon_forecasting.py,"['--config', '../../configs/forecasting/linear_probing_short_horizon.yaml', '--gpu_id', '0', '--train_batch_size', '128', '--val_batch_size', '256', '--init_lr', '0.002', '--max_epoch', '5', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/monash/m4_quarterly_dataset.tsf']",XXXX-2,2024-01-31T08:08:37.589037,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/monash/m4_quarterly_dataset.tsf
bv7rxeir,polar-jazz-1235,gpt2,,GPT4TS,encoder_only,False,1,13,0.002,0.3,128,bfloat16,0.6,0.1,0.3,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Train GPT4TS on source short-horizon forecasting datasets,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/baselines/../../scripts/baselines/gpt4ts_short_horizon_forecasting.py,scripts/baselines/gpt4ts_short_horizon_forecasting.py,"['--config', '../../configs/forecasting/gpt4ts.yaml', '--gpu_id', '2', '--train_batch_size', '128', '--val_batch_size', '256', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/monash/m4_monthly_dataset.tsf']",XXXX-2,2024-01-31T06:21:05.860672,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/monash/m4_monthly_dataset.tsf
h3mx4hfh,polished-totem-1234,google/flan-t5-large,1024.0,BETT,encoder_only,True,8,13,0.001,0.3,1024,bfloat16,0.6,0.1,0.3,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Fine-tune BETT on source short-horizon forecasting datasets,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/finetuning/../../scripts/finetuning/short_horizon_forecasting.py,scripts/finetuning/short_horizon_forecasting.py,"['--config', '../../configs/forecasting/linear_probing_short_horizon.yaml', '--gpu_id', '3', '--train_batch_size', '1024', '--val_batch_size', '1024', '--init_lr', '0.001', '--max_epoch', '10', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/fred/preprocessed/fred_monthly_dataset.npy']",XXXX-2,2024-01-31T05:33:55.017804,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/fred/preprocessed/fred_monthly_dataset.npy
46xh3vut,clean-dew-1233,google/flan-t5-large,1024.0,BETT,encoder_only,True,8,13,0.001,0.3,1024,bfloat16,0.6,0.1,0.3,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Fine-tune BETT on source short-horizon forecasting datasets,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/finetuning/../../scripts/finetuning/short_horizon_forecasting.py,scripts/finetuning/short_horizon_forecasting.py,"['--config', '../../configs/forecasting/linear_probing_short_horizon.yaml', '--gpu_id', '0', '--train_batch_size', '1024', '--val_batch_size', '1024', '--init_lr', '0.001', '--max_epoch', '10', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/monash/m4_monthly_dataset.tsf']",XXXX-2,2024-01-31T05:06:01.892585,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/monash/m4_monthly_dataset.tsf
bpy6vpu2,vibrant-glitter-1232,google/flan-t5-large,1024.0,BETT,encoder_only,True,8,13,0.001,0.3,128,bfloat16,0.6,0.1,0.3,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Fine-tune BETT on source short-horizon forecasting datasets,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/finetuning/../../scripts/finetuning/short_horizon_forecasting.py,scripts/finetuning/short_horizon_forecasting.py,"['--config', '../../configs/forecasting/linear_probing_short_horizon.yaml', '--gpu_id', '0', '--train_batch_size', '128', '--val_batch_size', '256', '--init_lr', '0.001', '--max_epoch', '10', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/monash/m4_quarterly_dataset.tsf']",XXXX-2,2024-01-31T04:52:37.329197,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/monash/m4_quarterly_dataset.tsf
pp8drham,helpful-music-1231,google/flan-t5-large,1024.0,BETT,encoder_only,True,8,13,0.001,0.3,128,bfloat16,0.6,0.1,0.3,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Fine-tune BETT on source short-horizon forecasting datasets,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/finetuning/../../scripts/finetuning/short_horizon_forecasting.py,scripts/finetuning/short_horizon_forecasting.py,"['--config', '../../configs/forecasting/linear_probing_short_horizon.yaml', '--gpu_id', '3', '--train_batch_size', '128', '--val_batch_size', '256', '--init_lr', '0.001', '--max_epoch', '10', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/fred/preprocessed/fred_quarterly_dataset.npy']",XXXX-2,2024-01-31T04:50:06.008260,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/fred/preprocessed/fred_quarterly_dataset.npy
qi2sfeoa,autumn-dream-1230,gpt2,,GPT4TS,encoder_only,False,1,13,0.002,0.3,128,bfloat16,0.6,0.1,0.3,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Train GPT4TS on source short-horizon forecasting datasets,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/baselines/../../scripts/baselines/gpt4ts_short_horizon_forecasting.py,scripts/baselines/gpt4ts_short_horizon_forecasting.py,"['--config', '../../configs/forecasting/gpt4ts.yaml', '--gpu_id', '2', '--train_batch_size', '128', '--val_batch_size', '256', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/fred/preprocessed/fred_monthly_dataset.npy']",XXXX-2,2024-01-31T04:44:04.965999,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/fred/preprocessed/fred_monthly_dataset.npy
05u04ci1,tough-firebrand-1227,gpt2,,GPT4TS,encoder_only,False,1,13,0.002,0.3,128,bfloat16,0.6,0.1,0.3,gpu25.int.autonlab.org,bd0dd2a90ca53e0c319ccb115e9bb584eb1af177,Train GPT4TS on source short-horizon forecasting datasets,NVIDIA RTX A6000,/zfsauton2/home/XXXX-2/BETT/reproduce/baselines/../../scripts/baselines/gpt4ts_short_horizon_forecasting.py,scripts/baselines/gpt4ts_short_horizon_forecasting.py,"['--config', '../../configs/forecasting/gpt4ts.yaml', '--gpu_id', '3', '--train_batch_size', '128', '--val_batch_size', '256', '--dataset_names', '/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/monash/m4_quarterly_dataset.tsf']",XXXX-2,2024-01-30T18:06:49.102143,/XXXX-14/project/public/XXXX-9/TimeseriesDatasets/forecasting/monash/m4_quarterly_dataset.tsf
