Model name,Dataset ID,Dataset name,Adj. Best F1,rAUCROC,rAUCPR,VUSROC,VUSPR,Run name,ID,Timestamp
BETT_LP,163,apneaecg2,0.9999943750253905,0.7563868850706144,0.06523743381465268,0.7419231252090274,0.06680537203846233,denim-rain-552,4ucp617i,16-01-2024 11:13
BETT_LP,166,apneaecg,0.2025297740894293,0.6694267912278873,0.0072543807432590875,0.6937388770374102,0.007665772046945551,atomic-totem-557,vju9rlhr,16-01-2024 11:25
BETT_LP,167,gait1,0.3550266237411865,0.5748834360330112,0.015235131847361994,0.5680602020848993,0.014537000530960208,fiery-donkey-560,iq7947of,16-01-2024 11:50
BETT_LP,170,gaitHunt1,0.4313689965651263,0.6630070739063845,0.007727927604600726,0.6790011745476503,0.008045842709434975,summer-oath-562,nhgijpp0,16-01-2024 12:12
BETT_LP,174,insectEPG2,0.22830845897360919,0.839570228085483,0.018211759328497952,0.8230008053153387,0.01727801484215455,fluent-bush-564,70m7y25g,16-01-2024 12:19
BETT_LP,176,insectEPG4,0.9999948000250399,0.7333028108643013,0.07980092838904661,0.7167838928747331,0.07603966797606758,pretty-donkey-525,88jo98xu,16-01-2024 09:48
BETT_LP,179,ltstdbs30791AS,0.99999450002525,0.8160039109406704,0.16328533367471476,0.8127553225449582,0.17112733235376434,copper-monkey-528,6chg57n0,16-01-2024 10:05
BETT_LP,180,ltstdbs30791ES,0.0,,,,,cosmic-violet-530,23z32yna,16-01-2024 10:18
BETT_LP,181,park3m,0.642197357154207,0.794428472850909,0.053227681744612225,0.7832079727661572,0.05305606227388017,fine-resonance-534,cw0m39v4,16-01-2024 10:28
BETT_LP,182,qtdbSel1005V,0.6456648174390602,0.6547273535547843,0.027867311829676028,0.6370923470906241,0.02716244135690289,fine-breeze-539,ty31odtg,16-01-2024 10:32
BETT_LP,183,qtdbSel100MLII,0.842100210554526,0.6190672523010545,0.03202165519259172,0.6174142306928885,0.033346697378863865,warm-sunset-540,779u6v82,16-01-2024 10:36
BETT_LP,186,resperation1,0.14883581785956326,0.6733249475596886,0.003910580841525988,0.673501533404981,0.00401137255904992,youthful-eon-542,nhi2cgju,16-01-2024 10:47
BETT_LP,192,s20101mML2,0.7096723829637339,0.7444332963992155,0.013939641527090759,0.7244647310487086,0.015215458567156854,bright-snowball-545,pxhte42e,16-01-2024 10:56
BETT_LP,193,s20101m,0.0,,,,,serene-smoke-550,13hwn5gn,16-01-2024 11:04
BETT_LP,194,sddb49,0.9999946000251599,0.698356609711047,0.11508849818283369,0.7267229161455453,0.11809853763173622,firm-paper-554,s5ejpdnv,16-01-2024 11:22
BETT_LP,195,sel840mECG1,0.6607097433330146,0.7145058054327653,0.02222640435183203,0.7203250596109915,0.02411082693646684,quiet-meadow-559,jaqp74qe,16-01-2024 11:37
BETT_LP,196,sel840mECG2,0.3917493867823138,0.7105435002834812,0.02484722422099352,0.6856461533361476,0.023258226964663755,atomic-armadillo-527,xdzkmznx,16-01-2024 10:06
BETT_LP,198,tiltAPB2,0.9822434060686547,0.7866821860478621,0.04485051877042823,0.7749788121507399,0.043606434606219324,leafy-disco-531,hqh129lt,16-01-2024 10:22
BETT_LP,199,tiltAPB3,0.8539274990811851,0.6718483002108947,0.011242352674061509,0.6520996920645225,0.010958967057209796,dutiful-jazz-537,67qb1mwq,16-01-2024 10:36
BETT_LP,205,CHARISfive,0.12738732606805198,0.422659734959859,0.0045258652725619535,0.4042007832978637,0.004396734746604334,deep-plant-541,0jlbmakk,16-01-2024 10:49
BETT_LP,207,CHARISten,0.10686920110386725,0.5572518401306882,0.003747185593025726,0.5442217268625861,0.003675458749741283,silvery-rain-547,9wiwg2c0,16-01-2024 10:54
BETT_LP,209,Fantasia,0.952375661401881,0.630026159986572,0.00848388621317077,0.6402126095233842,0.009040142929058444,fresh-terrain-548,bckg7u9c,16-01-2024 11:20
BETT_LP,212,Italianpowerdemand,0.7384566532836782,0.7750891627075099,0.016552798864430767,0.7653653417700624,0.01690765757696756,sunny-glade-558,q0qpggdm,16-01-2024 11:42
BETT_LP,223,mit14046longtermecg,0.18923761175417889,0.40761808688069157,0.005377393284015935,0.39885551677498565,0.005387844244465257,autumn-tree-561,ks931hp7,16-01-2024 12:05
BETT_LP,226,mit14046longtermecg,0.9999946774444589,0.9219150164040968,0.11309442040901677,0.9198396928825209,0.11523238919280986,zany-wind-563,orhu1sag,16-01-2024 12:20
BETT_LP,242,tilt12744mtable,0.23683999655529384,0.740021903273465,0.005406229940116799,0.7443875262893948,0.005900914355863412,blooming-universe-565,p39nk8q7,16-01-2024 12:39
BETT_LP,244,tilt12754table,0.6352896332472947,0.8363711642059265,0.00891033898569982,0.8192827239679594,0.00960572646781596,atomic-surf-566,fd0rw038,16-01-2024 13:01
BETT_LP,248,weallwalk,0.9090842975505634,0.997969934885031,0.1266733736767181,0.9976892761428676,0.12308893041656276,different-thunder-567,dm9rd2uk,16-01-2024 13:07
BETT_LP,250,weallwalk,0.2448957101373559,0.9044515935079368,0.0086356619200993,0.8634700802098506,0.008564018304742346,dashing-violet-568,6h73x4m3,16-01-2024 13:14
GPT4TS,109,1sddb40,0.18777772661053307,0.6731129889198939,0.0328538927571419,0.6566520016734706,0.0320517383889927,glad-water-1102,k2xq45je,30-01-2024 15:06
GPT4TS,112,BIDMC1,0.9999949500250024,0.6441981310050523,0.0906638270652496,0.6257060851719909,0.0886803388803661,legendary-thunder-1107,nozd2xa7,30-01-2024 15:06
GPT4TS,115,CIMIS44AirTemperature3,0.18461369468925629,0.6278290096281904,0.011067258070854,0.6200996303900513,0.011201861309912995,blooming-butterfly-1108,4aqayvc7,30-01-2024 15:06
GPT4TS,117,CIMIS44AirTemperature5,0.1983453124944861,0.5676489073710212,0.018599284834940503,0.5596426762251931,0.019275156729305985,dry-wave-1109,990v3qx4,30-01-2024 15:06
GPT4TS,120,ECG2,0.8968559593266854,0.8186655308594465,0.03000509464468913,0.7750557650271364,0.025737906234283663,comfy-brook-1110,y6aau0c0,30-01-2024 15:06
GPT4TS,121,ECG3,0.8403311913282863,0.440841002275693,0.008000167336815427,0.4522981928456091,0.008343341532817366,icy-rain-1111,m6b69jfg,30-01-2024 15:06
GPT4TS,130,GP711MarkerLFM5z4,0.6448043387676313,0.6259514255853582,0.028021004110178147,0.6160807644072646,0.027669393381873537,sandy-fire-1112,7em5nw5s,30-01-2024 15:06
GPT4TS,131,GP711MarkerLFM5z5,0.4803658429303924,0.6443825091682103,0.03188348953189141,0.6287290436448247,0.0330868996825541,helpful-pyramid-1113,yas4wpfz,30-01-2024 15:06
GPT4TS,141,InternalBleeding5,0.9164370340501911,0.6065044728046427,0.09089715171221667,0.6323257523016227,0.10351150292016596,summer-universe-1114,wui1g4y6,30-01-2024 15:06
GPT4TS,149,Lab2Cmac011215EPG5,0.5990741171267319,0.65022783533838,0.011218003696068759,0.6421466543826696,0.010999681104729892,magic-totem-1115,9f7kn4d7,30-01-2024 15:06
GPT4TS,150,Lab2Cmac011215EPG6,0.097788185161699,0.5362756448233382,0.014328078966665454,0.5208208208303673,0.014240822244523024,stellar-oath-1117,l5vibxq1,30-01-2024 15:06
GPT4TS,151,MesoplodonDensirostris,0.9999949375250038,0.687780737327022,0.0529409164426647,0.6945284089326307,0.057288454046904316,dry-elevator-1118,62ll3cny,30-01-2024 15:06
GPT4TS,152,PowerDemand1,0.7567520355782917,0.6140122138496827,0.030884993081187063,0.602089377262138,0.031445080703929755,fluent-disco-1119,x50k203j,30-01-2024 15:06
GPT4TS,157,TkeepFirstMARS,0.016321927162475127,0.5008516365698708,0.0024847901944860117,0.49791812097497806,0.002651367828062562,fancy-spaceship-1120,01d8walw,30-01-2024 15:06
GPT4TS,159,TkeepSecondMARS,0.12195005949821454,0.8498538828411671,0.008460938097648401,0.8149403281862245,0.00788755351390558,effortless-sponge-1121,rn6k55ms,30-01-2024 15:06
GPT4TS,162,WalkingAceleration5,0.8676420188426845,0.9126149520987656,0.14201858867415157,0.9114868505499721,0.14184051485467397,fearless-armadillo-1122,h85hyu42,30-01-2024 15:06
GPT4TS,163,apneaecg2,0.9999943750253905,0.6366136240733277,0.05774298635345807,0.6525946438166149,0.060247642756355566,electric-cloud-1123,odl2eyoe,30-01-2024 15:06
GPT4TS,166,apneaecg,0.31372272205049173,0.5649912228152157,0.006953026104604303,0.5831951438579093,0.00739466773380089,gentle-firefly-1124,mc5ko9rp,30-01-2024 15:06
GPT4TS,167,gait1,0.40815996115269537,0.5573626233246692,0.011600572688799915,0.5829516479552573,0.01232557669001409,amber-rain-1125,cnw3xkpv,30-01-2024 15:06
GPT4TS,170,gaitHunt1,0.0986537617970841,0.718112378916857,0.0063717403920483815,0.7109253097847822,0.006344299629384355,dark-flower-1128,7xdngnqo,30-01-2024 15:06
GPT4TS,174,insectEPG2,0.8064465400911188,0.5839977878998327,0.008193974178934535,0.5613364963127212,0.00762685647006012,playful-morning-1130,ikysp7gu,30-01-2024 15:06
GPT4TS,176,insectEPG4,0.20703747285050328,0.4882575656477268,0.008268198348136946,0.4877488581822165,0.0087727984071765,woven-terrain-1131,282gcbgx,30-01-2024 15:06
GPT4TS,179,ltstdbs30791AS,0.99999450002525,0.7431629102327363,0.0711160091536341,0.7431324013524481,0.07437704613824987,valiant-snowball-1132,sq8g43ok,30-01-2024 15:06
GPT4TS,180,ltstdbs30791ES,0.0,,,,,vibrant-plasma-1134,th2zdqpo,30-01-2024 15:06
GPT4TS,181,park3m,0.6306261992014831,0.5813931438189387,0.029780999829937,0.5430302903076634,0.02723524845365134,cerulean-moon-1135,h90q4kye,30-01-2024 15:06
GPT4TS,182,qtdbSel1005V,0.38678929648262766,0.6176081632577186,0.023650556789211123,0.6066555765306175,0.02361063020448716,young-shape-1136,nfcb637f,30-01-2024 15:06
GPT4TS,183,qtdbSel100MLII,0.601499462972257,0.5725426345217254,0.02505596469161979,0.5778066878844255,0.026332275426974708,eager-fire-1137,8bpj85qg,30-01-2024 15:06
GPT4TS,186,resperation1,0.011958027532551225,0.5017414341824338,0.0021266307532152593,0.4694129344197072,0.002014353786529319,earnest-violet-1138,x22e5m47,30-01-2024 15:06
GPT4TS,192,s20101mML2,0.04526704542385459,0.643596299012649,0.007642013110831878,0.6384290357819763,0.008585141402048567,genial-firebrand-1139,itklt0de,30-01-2024 15:06
GPT4TS,193,s20101m,0.0,,,,,classic-wind-1140,7mr3gztn,30-01-2024 15:06
GPT4TS,194,sddb49,0.9433908864629068,0.5648504991849141,0.007568791851527288,0.5812796359137349,0.007832396165011333,resilient-sound-1141,p7wmlsea,30-01-2024 15:06
GPT4TS,195,sel840mECG1,0.21387091000367023,0.6282184283790425,0.01626526161802099,0.6478780619075536,0.018269872977149337,crisp-bee-1142,5ij6whvt,30-01-2024 15:06
GPT4TS,196,sel840mECG2,0.2753599244057298,0.5555804282636514,0.015951651451426144,0.5190331051705787,0.015103555813692646,grateful-glade-1143,w84o88t5,30-01-2024 15:06
GPT4TS,198,tiltAPB2,0.8299950615283839,0.6249595974684419,0.020496895209441167,0.6041943593409966,0.01995467979936661,playful-wave-1144,t2ker6v2,30-01-2024 15:06
GPT4TS,199,tiltAPB3,0.04507666443347381,0.4599365066284469,0.005286513612485268,0.44299141688073856,0.0053224519921519315,efficient-waterfall-1145,4p2i8jif,30-01-2024 15:06
GPT4TS,205,CHARISfive,0.02171531133442727,0.4686601946829199,0.004723202246980568,0.4454763824769075,0.004629125178791956,chocolate-energy-1146,y3zbe3l0,30-01-2024 15:06
GPT4TS,207,CHARISten,0.10294018491292474,0.5501007562918886,0.0038669453747693667,0.5137954475915275,0.0034550174786174633,atomic-pyramid-1147,ipr6f5ab,30-01-2024 15:06
GPT4TS,209,Fantasia,0.8695600504373813,0.633182450544836,0.008320252091539814,0.6499093198342872,0.009063017623882853,vivid-armadillo-1148,ycdflsqy,30-01-2024 15:06
GPT4TS,212,Italianpowerdemand,0.008088898177307003,0.5198484440693317,0.0015327199409668614,0.48090273380332493,0.0014474276331214286,twilight-waterfall-1149,zs9b7c0i,30-01-2024 15:06
GPT4TS,223,mit14046longtermecg,0.2434346045149482,0.4076376487165994,0.005379626407632617,0.3895806365640808,0.005264878330444488,bright-darkness-1150,tuhikmll,30-01-2024 15:06
GPT4TS,226,mit14046longtermecg,0.9253678859701988,0.8360543434874401,0.030860571604957032,0.8268616249970473,0.03080950395860761,glorious-haze-1151,k1lcbofe,30-01-2024 15:06
GPT4TS,242,tilt12744mtable,0.0029253730286871384,0.5138447469418131,0.0019041521699408477,0.5142129939490864,0.00198520616865315,light-lake-1152,5ngmhj6v,30-01-2024 15:06
GPT4TS,244,tilt12754table,0.05696147072302239,0.5375745338786372,0.0019762886833225904,0.5469503850188102,0.002041441301094837,comfy-morning-1153,26oxuclk,30-01-2024 15:06
GPT4TS,248,weallwalk,0.017825134644471812,0.9203117937640171,0.006253351390273233,0.915554105003912,0.006184064695799466,resilient-plasma-1154,hgrln0bq,30-01-2024 15:06
GPT4TS,250,weallwalk,0.2448957101373559,0.8512137329671802,0.00532505976790843,0.8214466762176789,0.006247404276041917,major-water-1155,nio09yq9,30-01-2024 15:06
TimesNet,109,1sddb40,0.6847780311022922,0.7373455915932807,0.05151593303151296,0.7182649943185684,0.0488615331843821,grateful-blaze-1013,ggx4kxum,29-01-2024 09:37
TimesNet,112,BIDMC1,0.9999949500250024,0.7549063822753286,0.1540783867150314,0.7436980809557423,0.15006229476568206,driven-water-1014,qnvta6ji,29-01-2024 09:37
TimesNet,115,CIMIS44AirTemperature3,0.46601575268971185,0.7742122170503705,0.027327983732052006,0.7360752260658187,0.024645428568056627,tough-cloud-1015,aecn6ki9,29-01-2024 09:37
TimesNet,117,CIMIS44AirTemperature5,0.7111064230746923,0.7175303769076218,0.05628947066806392,0.7197364556027448,0.055395001165310466,decent-violet-1016,k9mqkf0m,29-01-2024 09:37
TimesNet,120,ECG2,0.9999949000250098,0.6271113186761609,0.02785729626751552,0.5998979405998983,0.027290227530867062,volcanic-pyramid-1017,3ki8u22g,29-01-2024 09:37
TimesNet,121,ECG3,0.47505573769540915,0.6124081274490045,0.012630034571381236,0.6131374758444577,0.013265240836315426,cerulean-bird-1018,yhf59k5o,29-01-2024 09:37
TimesNet,130,GP711MarkerLFM5z4,0.94778610218588,0.7105395727044033,0.053430747453991664,0.7185478870894398,0.0548392647192731,dandy-star-1019,k9h5r8lx,29-01-2024 09:37
TimesNet,131,GP711MarkerLFM5z5,0.9004278720685932,0.8494326696519945,0.09613426789154206,0.842359793889551,0.0959005058884929,balmy-bird-1020,onf5v1id,29-01-2024 09:37
TimesNet,141,InternalBleeding5,0.999994941201474,0.941466727724391,0.392518542548576,0.943254140108519,0.4431224041994211,earthy-forest-1021,md4kwx5t,29-01-2024 09:37
TimesNet,149,Lab2Cmac011215EPG5,0.9923613367771326,0.6099317764541506,0.015441300022898057,0.6068957574498269,0.015848773478871543,dazzling-valley-1022,einrqe24,29-01-2024 09:37
TimesNet,150,Lab2Cmac011215EPG6,0.16818858629321448,0.4633212755332495,0.012477630660074698,0.44769303420497364,0.01247679971741008,quiet-leaf-1023,w7qk1eip,29-01-2024 09:37
TimesNet,151,MesoplodonDensirostris,0.9999949375250038,0.7964177394893643,0.07167301684232844,0.7908985031061957,0.07475791620748867,polished-music-1024,3b8dvq7b,29-01-2024 09:37
TimesNet,152,PowerDemand1,0.9504900348967043,0.7743641698829409,0.07216389635541128,0.7495822393898084,0.07150380487248191,kind-butterfly-1025,gna4s7ep,29-01-2024 09:37
TimesNet,157,TkeepFirstMARS,0.23076715386330754,0.7919330589098613,0.00611775205873872,0.7883170651033066,0.006249255331234377,autumn-wind-1026,mse786ly,29-01-2024 09:37
TimesNet,159,TkeepSecondMARS,0.9523750567163156,0.9862384574841377,0.07475338833666383,0.9820016626285774,0.0682752496516812,fast-dust-1027,s1ej0yd2,29-01-2024 09:37
TimesNet,162,WalkingAceleration5,0.9291287370841262,0.8566968229282036,0.18400388098378645,0.8515260056945507,0.18375325078815907,super-shadow-1028,wh9kmxhs,29-01-2024 09:37
TimesNet,163,apneaecg2,0.6530565597960015,0.6217670904209668,0.014809097496669582,0.6054727062219507,0.014834925052740793,cosmic-valley-1029,widimnqc,29-01-2024 09:37
TimesNet,166,apneaecg,0.2580621852415526,0.7898771637413792,0.01089847920333518,0.762012762125618,0.010546013929515857,unique-feather-1030,55iq5jb6,29-01-2024 09:37
TimesNet,167,gait1,0.5172374554382692,0.620303924775129,0.01331856005560365,0.6040682781581934,0.013026347953136161,astral-field-1031,9jxngx29,29-01-2024 09:37
TimesNet,170,gaitHunt1,0.30136722088737855,0.8339269745905844,0.020638590751310915,0.8382848565165467,0.02223736585296962,fancy-glade-1032,qsvkiw5g,29-01-2024 09:37
TimesNet,174,insectEPG2,0.9615330991384856,0.7451655364661991,0.09580918528360477,0.7321106210166405,0.09737164376357257,lilac-resonance-1033,mp8twyyo,29-01-2024 09:37
TimesNet,176,insectEPG4,0.8546958141853692,0.6738337918126912,0.013683971538426248,0.6513182525116036,0.013072838277257406,clean-sunset-1034,qryefbxk,29-01-2024 09:37
TimesNet,179,ltstdbs30791AS,0.99999450002525,0.6507983644539892,0.05258617631281122,0.6695374511167622,0.05544258661684664,brisk-sky-1035,6yk4mhm6,29-01-2024 09:37
